p_raw,p_cal,attack
0.992408,0.767815,A13
0.999994,0.996062,A11
7e-06,3e-06,A17
1e-05,3e-06,none
0.739405,0.066974,A18
0.999976,0.996062,A11
0.99995,0.996062,A08
0.999992,0.996062,A16
0.267276,0.009144,none
0.999794,0.991915,A10
0.028326,0.000737,A18
1.0,0.996062,A09
0.017496,0.00045,A18
0.999975,0.996062,A10
1.0,0.996062,A12
0.994349,0.816574,A16
0.000552,1.4e-05,A18
1.0,0.996062,A16
0.001087,2.8e-05,A18
0.999997,0.996062,A09
0.640838,0.04319,A18
0.999945,0.996062,A12
0.896094,0.179103,A16
1.0,0.996062,A13
0.996566,0.880126,A15
0.004222,0.000107,none
0.005391,0.000137,A18
0.999907,0.996062,A14
0.998899,0.958255,A15
0.584,0.034297,A13
0.999972,0.996062,A10
0.739619,0.067044,A18
0.205162,0.006488,A18
0.997401,0.906614,A13
1.0,0.996062,A16
0.999192,0.969024,A13
0.001619,4.1e-05,A19
5.1e-05,3e-06,none
0.020939,0.000541,none
0.999996,0.996062,A08
0.999968,0.996062,A07
0.826443,0.107515,A14
0.99999,0.996062,A07
0.00026,7e-06,none
0.022554,0.000583,A18
0.234789,0.007703,A19
0.999991,0.996062,A10
9.2e-05,3e-06,A19
0.999989,0.996062,A08
0.001682,4.3e-05,A19
0.855852,0.130591,A18
0.000328,8e-06,A19
1.0,0.996062,A09
0.008192,0.000209,none
0.999987,0.996062,A07
0.999015,0.962505,A16
0.999748,0.990141,A14
0.003905,9.9e-05,A19
1.0,0.996062,A09
2.1e-05,3e-06,A17
0.726203,0.062882,A18
0.999742,0.989892,A10
1.0,0.996062,A12
0.999559,0.982864,A08
0.999998,0.996062,A09
0.999992,0.996062,A12
0.043501,0.001149,A18
1.0,0.996062,A09
1.0,0.996062,A12
0.997631,0.914186,A11
0.896732,0.180115,A18
0.999997,0.996062,A14
0.969756,0.447877,A08
0.999971,0.996062,A11
2.7e-05,3e-06,none
0.999132,0.966804,A16
1.0,0.996062,A12
0.786565,0.085282,A16
0.996303,0.872092,A11
1.0,0.996062,A09
0.999997,0.996062,A08
0.691417,0.053644,A18
0.001213,3.1e-05,A17
0.019566,0.000505,A19
1.0,0.996062,A14
0.975895,0.505981,A19
1.0,0.996062,A09
0.426871,0.018494,none
0.923652,0.234341,A19
1.5e-05,3e-06,A17
0.999993,0.996062,A12
0.992562,0.771471,A13
0.996386,0.874605,A13
0.010327,0.000264,A18
0.003452,8.8e-05,A18
0.999999,0.996062,A13
0.999997,0.996062,A13
0.999999,0.996062,A14
0.000162,4e-06,A17
0.999694,0.98805,A08
0.999776,0.991224,A11
0.316893,0.0116,A19
0.999445,0.978527,A07
0.999935,0.996062,A07
3.5e-05,3e-06,A17
0.001099,2.8e-05,none
0.759375,0.073936,A18
0.999996,0.996062,A11
0.090848,0.002522,A18
0.00015,4e-06,none
1.0,0.996062,A09
0.001898,4.8e-05,A18
0.000216,5e-06,none
0.986641,0.651387,A19
0.99983,0.993334,A07
0.999433,0.978057,A14
0.999332,0.974276,A11
6.3e-05,3e-06,A17
0.998821,0.955438,A19
5.9e-05,3e-06,A17
1.0,0.996062,A09
1.0,0.996062,A16
0.999915,0.996062,A11
0.976837,0.516182,A15
0.999844,0.993878,A07
0.00508,0.000129,none
0.975445,0.501249,A15
0.336562,0.012671,A18
0.999424,0.977708,A16
0.999039,0.963372,A15
1.0,0.996062,A09
0.999988,0.996062,A07
0.999191,0.968975,A15
0.999983,0.996062,A13
0.999995,0.996062,A07
0.000237,6e-06,A18
0.003041,7.7e-05,A17
0.020748,0.000536,A18
8e-05,3e-06,none
0.999995,0.996062,A09
1.0,0.996062,A09
0.00084,2.1e-05,none
0.999468,0.979377,A12
0.999987,0.996062,A10
0.997421,0.907285,A08
0.002068,5.2e-05,none
0.999707,0.988531,A07
1.0,0.996062,A14
0.999919,0.996062,A08
0.999794,0.991924,A13
0.999992,0.996062,A11
0.999989,0.996062,A15
0.999946,0.996062,A13
0.999992,0.996062,A14
0.001018,2.6e-05,A17
0.999736,0.989661,A14
5.2e-05,3e-06,A17
0.999882,0.995352,A11
1.0,0.996062,A12
1.0,0.996062,A09
0.999945,0.996062,A14
0.956409,0.356939,A18
8e-06,3e-06,A17
0.996392,0.874777,A07
0.999186,0.968793,A14
0.000331,8e-06,none
0.999648,0.986281,A07
0.999848,0.994013,A07
0.006542,0.000167,none
0.000235,6e-06,A17
0.762452,0.075102,A18
0.999766,0.990826,A07
0.999726,0.989292,A15
0.999848,0.994022,A16
0.999982,0.996062,A10
0.997612,0.913553,A13
0.003331,8.5e-05,A18
0.998633,0.948664,A11
1.0,0.996062,A09
0.99947,0.979485,A15
1.0,0.996062,A12
0.95056,0.327238,A17
0.134007,0.0039,A19
0.999946,0.996062,A16
0.991256,0.741467,A15
1e-05,3e-06,none
0.999744,0.989998,A11
5.1e-05,3e-06,A17
0.999876,0.995123,A12
0.015874,0.000408,none
0.999759,0.990562,A10
0.108004,0.003054,A18
1.0,0.996062,A12
0.994566,0.822384,A19
0.000265,7e-06,none
0.999967,0.996062,A15
0.000136,3e-06,none
2e-05,3e-06,none
0.999951,0.996062,A15
2e-06,3e-06,none
0.007483,0.000191,none
2e-06,3e-06,A17
1.0,0.996062,A12
0.999983,0.996062,A15
1.0,0.996062,A09
1.0,0.996062,A12
1.0,0.996062,A09
0.000931,2.4e-05,none
0.999604,0.984593,A10
1.0,0.996062,A09
0.999964,0.996062,A08
0.190507,0.005919,none
0.999557,0.982777,A15
0.987651,0.669233,A13
1.0,0.996062,A12
0.024493,0.000635,none
0.999986,0.996062,A11
0.000304,8e-06,A17
0.999991,0.996062,A10
0.998899,0.958263,A07
0.990304,0.720973,A11
0.003886,9.9e-05,A08
0.999969,0.996062,A11
1.0,0.996062,A13
0.999712,0.988734,A11
0.999969,0.996062,A16
6e-05,3e-06,none
1.0,0.996062,A09
1.0,0.996062,A12
0.999943,0.996062,A15
0.056964,0.001526,A19
0.182444,0.005614,A18
0.999997,0.996062,A11
0.130189,0.003772,A19
0.981853,0.57785,A19
0.999979,0.996062,A11
4e-06,3e-06,none
0.999899,0.996034,A10
0.999769,0.990946,A15
0.999999,0.996062,A11
0.999999,0.996062,A16
5.5e-05,3e-06,none
3.4e-05,3e-06,none
0.642158,0.043428,A16
0.002412,6.1e-05,none
0.997812,0.920251,A13
0.0,3e-06,A17
0.998728,0.952073,A11
0.000493,1.2e-05,none
3e-06,3e-06,none
1.0,0.996062,A12
0.999447,0.978599,A10
0.999936,0.996062,A08
0.002407,6.1e-05,A18
1.0,0.996062,A09
0.999968,0.996062,A10
0.984267,0.612812,A16
0.999711,0.988692,A14
0.99993,0.996062,A08
0.007546,0.000192,A18
0.999935,0.996062,A07
1.0,0.996062,A12
0.999973,0.996062,A16
0.999992,0.996062,A14
0.999991,0.996062,A08
1.0,0.996062,A09
0.001934,4.9e-05,A18
0.999992,0.996062,A13
7e-06,3e-06,none
0.002615,6.6e-05,A18
0.999999,0.996062,A13
0.999613,0.984936,A15
0.011202,0.000287,A18
0.998798,0.954574,A16
1.0,0.996062,A14
1.0,0.996062,A12
0.999999,0.996062,A13
1e-06,3e-06,none
0.054734,0.001463,A19
1.0,0.996062,A09
0.999981,0.996062,A07
0.287034,0.010082,A08
0.993246,0.788144,A15
0.004614,0.000117,A19
1.0,0.996062,A13
0.999997,0.996062,A14
0.999957,0.996062,A16
0.999995,0.996062,A13
0.974269,0.489245,A16
0.504755,0.025136,A13
1.0,0.996062,A14
1.0,0.996062,A09
0.999992,0.996062,A14
1.0,0.996062,A16
0.999963,0.996062,A15
0.999997,0.996062,A16
0.997583,0.912609,A11
0.999613,0.984932,A15
0.996639,0.882394,A07
0.999979,0.996062,A11
1e-06,3e-06,A17
0.911504,0.206711,A15
0.738235,0.066597,A13
0.004752,0.000121,A18
1.0,0.996062,A09
0.996633,0.882185,A07
0.999791,0.991822,A14
0.999877,0.995155,A12
0.960534,0.381086,A13
1.0,0.996062,A09
0.996864,0.88942,A13
1e-06,3e-06,none
0.999838,0.993655,A07
0.99982,0.992941,A10
0.99995,0.996062,A10
1.0,0.996062,A12
0.999889,0.995646,A07
0.996063,0.864884,A16
0.997088,0.896496,A07
0.003604,9.1e-05,A19
1.0,0.996062,A09
0.99419,0.812339,A08
0.99975,0.990229,A11
1.0,0.996062,A09
0.952018,0.334202,A16
0.999953,0.996062,A10
1.0,0.996062,A09
0.999995,0.996062,A10
1.0,0.996062,A09
0.999836,0.993576,A12
0.002049,5.2e-05,A17
1.0,0.996062,A13
0.003374,8.6e-05,A18
0.999838,0.993655,A08
1.0,0.996062,A09
0.020521,0.00053,A18
0.079087,0.002168,none
0.818541,0.102431,A13
0.954406,0.346223,A07
0.98325,0.597601,A14
0.000655,1.7e-05,A18
0.999999,0.996062,A14
0.937162,0.273945,A11
0.000327,8e-06,none
0.0,3e-06,none
0.991922,0.756493,A13
0.999999,0.996062,A14
0.008599,0.000219,A18
0.047741,0.001267,A18
0.999699,0.988225,A11
0.999716,0.988909,A15
0.999965,0.996062,A07
1.0,0.996062,A13
0.001562,4e-05,none
0.01789,0.000461,none
0.999999,0.996062,A16
1.0,0.996062,A12
1.0,0.996062,A12
0.999086,0.965088,A08
0.999998,0.996062,A14
0.999778,0.991284,A15
0.998142,0.931464,A16
1.0,0.996062,A12
0.007484,0.000191,A17
0.995179,0.839276,A07
0.999992,0.996062,A11
0.998806,0.954884,A11
0.999999,0.996062,A13
0.106336,0.003001,A18
0.471613,0.022082,A19
0.998514,0.944434,A13
0.519534,0.026627,A18
4.6e-05,3e-06,A19
0.999996,0.996062,A10
0.999967,0.996062,A10
1.0,0.996062,A13
9.1e-05,3e-06,none
0.999994,0.996062,A16
0.999631,0.985621,A10
1.0,0.996062,A13
0.998495,0.943783,A07
1.0,0.996062,A09
0.533362,0.028104,A18
0.999998,0.996062,A12
0.999994,0.996062,A14
0.00908,0.000232,A17
1.0,0.996062,A09
0.999433,0.978066,A07
0.010968,0.00028,A19
1.0,0.996062,A09
0.96393,0.40337,A15
0.996904,0.890663,A13
0.872835,0.147954,A18
0.999989,0.996062,A14
0.999999,0.996062,A14
0.999906,0.996062,A08
0.988853,0.691754,A12
0.999409,0.977158,A07
1.9e-05,3e-06,none
0.999331,0.974229,A11
0.9893,0.700516,A08
0.883611,0.16112,A19
0.999967,0.996062,A12
0.0,3e-06,none
0.999859,0.994451,A12
0.926474,0.241724,A13
0.999786,0.991604,A15
0.999951,0.996062,A08
0.999996,0.996062,A16
0.999934,0.996062,A14
0.999999,0.996062,A09
1.0,0.996062,A16
0.999996,0.996062,A14
0.943149,0.295628,A16
0.020492,0.000529,none
0.999963,0.996062,A07
1.0,0.996062,A16
0.949962,0.324457,A14
1.0,0.996062,A12
0.999961,0.996062,A10
4.6e-05,3e-06,A17
0.999835,0.993538,A16
0.999819,0.992876,A15
0.993386,0.79166,A18
0.008228,0.00021,A17
0.000231,6e-06,none
1.0,0.996062,A09
0.998824,0.955528,A08
2.4e-05,3e-06,none
0.991893,0.755819,A19
0.072541,0.001975,A18
0.999834,0.993496,A15
0.002485,6.3e-05,A18
0.532403,0.027998,A15
1.0,0.996062,A14
0.011365,0.000291,A19
0.999996,0.996062,A16
1.0,0.996062,A12
0.999976,0.996062,A10
0.999935,0.996062,A08
0.000436,1.1e-05,none
0.0,3e-06,none
1.0,0.996062,A12
0.999979,0.996062,A11
6.1e-05,3e-06,none
0.984954,0.623512,A19
0.999816,0.992783,A14
0.999996,0.996062,A14
0.99999,0.996062,A10
1e-06,3e-06,none
0.999583,0.983776,A10
0.999898,0.995992,A08
0.001348,3.4e-05,A19
0.000348,9e-06,none
0.999983,0.996062,A11
8e-06,3e-06,none
1.0,0.996062,A12
0.999476,0.979698,A07
0.001187,3e-05,none
1.0,0.996062,A09
0.001022,2.6e-05,A18
0.002909,7.4e-05,A18
0.999785,0.991586,A14
5e-06,3e-06,none
0.997819,0.920467,A07
0.005342,0.000136,A18
0.000744,1.9e-05,A17
0.998224,0.934306,A11
0.999945,0.996062,A12
1.8e-05,3e-06,A17
0.999999,0.996062,A12
0.651073,0.045078,A19
0.999962,0.996062,A10
0.999842,0.99379,A10
5e-06,3e-06,none
0.996398,0.874959,A11
0.998862,0.956921,A07
0.999853,0.994209,A11
0.687295,0.052675,A10
0.144013,0.004238,none
0.999978,0.996062,A10
0.00043,1.1e-05,A19
0.999834,0.993482,A15
0.992933,0.780431,A19
0.999185,0.968749,A07
0.99826,0.935554,A19
1.0,0.996062,A14
1.1e-05,3e-06,A19
7e-06,3e-06,none
1.0,0.996062,A09
1.0,0.996062,A09
0.007709,0.000196,A08
0.058118,0.001559,A19
0.999884,0.995417,A11
0.999096,0.965462,A16
0.724886,0.062493,A19
0.999969,0.996062,A07
0.999986,0.996062,A14
0.999886,0.995515,A08
0.999925,0.996062,A14
0.999855,0.994311,A07
0.962381,0.392908,A15
0.988788,0.690514,A14
0.999771,0.99103,A08
0.000197,5e-06,A18
0.115617,0.003296,A16
0.000149,4e-06,A17
0.997692,0.91622,A12
1.0,0.996062,A12
0.880414,0.15701,A19
0.411653,0.017393,A08
0.999988,0.996062,A16
0.99853,0.944993,A08
0.999761,0.990636,A11
0.001557,3.9e-05,A17
0.999595,0.984232,A13
1.0,0.996062,A09
0.999428,0.977895,A11
0.891925,0.172725,A08
0.004219,0.000107,A18
0.26476,0.009028,A18
0.004209,0.000107,none
0.998119,0.930666,A13
1.0,0.996062,A12
0.997451,0.908239,A10
0.999846,0.993953,A16
0.999998,0.996062,A13
0.081469,0.002239,A19
0.998791,0.954335,A15
0.999486,0.980072,A10
0.998068,0.928937,A07
2.8e-05,3e-06,none
0.983339,0.598903,A13
0.999579,0.983639,A10
0.999767,0.990858,A08
0.999539,0.982101,A10
0.999971,0.996062,A15
1.0,0.996062,A09
0.999907,0.996062,A07
0.277451,0.009621,none
0.999955,0.996062,A16
0.99986,0.994493,A13
0.017692,0.000455,A17
1.0,0.996062,A09
0.002775,7e-05,none
0.003967,0.000101,A17
0.999081,0.964926,A10
0.999951,0.996062,A08
0.999993,0.996062,A11
0.999949,0.996062,A07
0.999998,0.996062,A14
0.998616,0.94805,A16
2.1e-05,3e-06,none
0.999988,0.996062,A10
0.000329,8e-06,A17
0.999717,0.988918,A07
0.988401,0.683119,A13
0.954028,0.344266,A08
0.941675,0.290001,A08
1.0,0.996062,A14
0.999881,0.995333,A07
0.999755,0.990405,A07
0.433924,0.019024,A19
0.999953,0.996062,A11
0.999869,0.994833,A11
7e-06,3e-06,A19
0.000397,1e-05,A17
0.999941,0.996062,A11
0.988775,0.690249,A07
0.999909,0.996062,A14
0.000253,6e-06,A17
0.231982,0.007584,A18
0.417468,0.017807,A19
1.5e-05,3e-06,A17
1.0,0.996062,A12
0.99074,0.730215,A13
0.999995,0.996062,A10
1.0,0.996062,A14
0.007381,0.000188,A19
0.048564,0.00129,A19
0.999707,0.988531,A07
0.90661,0.19717,A19
0.999685,0.987709,A07
0.999999,0.996062,A10
0.000137,3e-06,A17
0.99316,0.78603,A16
0.977138,0.51953,A17
0.999718,0.988955,A07
2.3e-05,3e-06,none
0.999986,0.996062,A07
0.995151,0.838503,A13
0.000445,1.1e-05,A17
1.0,0.996062,A16
0.751607,0.071108,A13
0.999755,0.990405,A15
9.8e-05,3e-06,none
0.0026,6.6e-05,none
0.010004,0.000256,A17
0.99892,0.959019,A13
0.999891,0.995707,A07
0.654395,0.045713,A13
0.054174,0.001447,A16
0.999994,0.996062,A08
1.0,0.996062,A09
0.99996,0.996062,A15
3.4e-05,3e-06,A17
0.0001,3e-06,none
1.0,0.996062,A12
0.962573,0.39418,A13
1.0,0.996062,A12
0.999924,0.996062,A16
0.429037,0.018656,A08
0.000102,3e-06,none
0.254658,0.00857,A18
0.99995,0.996062,A15
0.999999,0.996062,A10
0.004407,0.000112,A17
1e-06,3e-06,none
0.998232,0.934566,A07
1.0,0.996062,A13
0.0,3e-06,A17
0.98992,0.713025,A13
0.000455,1.2e-05,A17
0.999995,0.996062,A16
0.964394,0.406608,A16
0.000143,4e-06,A17
0.026188,0.00068,A19
0.978814,0.538925,A18
0.000122,3e-06,none
0.957066,0.360594,none
0.999985,0.996062,A07
0.036406,0.000955,none
1.0,0.996062,A09
0.999927,0.996062,A15
0.99314,0.78553,A13
0.001412,3.6e-05,A18
0.999867,0.994763,A07
0.255714,0.008617,A18
0.99986,0.994488,A10
2.5e-05,3e-06,none
0.999938,0.996062,A08
0.997345,0.904782,A12
1.0,0.996062,A09
1.0,0.996062,A09
1.0,0.996062,A09
1.0,0.996062,A09
0.157353,0.004702,A18
0.999252,0.97128,A15
0.999999,0.996062,A14
0.003945,0.0001,A19
0.999914,0.996062,A10
1e-05,3e-06,A08
0.000304,8e-06,A19
0.999938,0.996062,A10
0.999845,0.99392,A14
9e-06,3e-06,none
1.0,0.996062,A12
0.999902,0.996062,A10
0.999947,0.996062,A10
0.368179,0.014528,A08
0.139125,0.004072,A18
0.999995,0.996062,A16
0.999424,0.977739,A15
0.99999,0.996062,A11
0.97052,0.454406,A08
7e-06,3e-06,A17
0.999997,0.996062,A14
1.0,0.996062,A14
0.999988,0.996062,A14
0.988933,0.693316,A15
0.998717,0.951673,A08
0.999788,0.991674,A08
0.000117,3e-06,none
0.03007,0.000784,A18
5e-05,3e-06,A17
0.970672,0.455732,A16
0.487002,0.023454,A18
0.999587,0.983931,A07
0.019152,0.000494,none
0.999928,0.996062,A07
0.999982,0.996062,A09
0.996075,0.865229,A13
0.999752,0.990289,A16
0.0,3e-06,A17
0.807809,0.096114,A15
0.998741,0.952549,A07
0.000763,1.9e-05,A17
0.980129,0.555128,A15
1.0,0.996062,A09
3.8e-05,3e-06,A17
0.999997,0.996062,A10
0.999983,0.996062,A12
0.999959,0.996062,A14
1.0,0.996062,A13
1.0,0.996062,A09
1.0,0.996062,A09
0.996251,0.870522,A13
0.973695,0.483592,A18
0.995831,0.858007,A18
0.999979,0.996062,A13
0.003943,0.0001,A18
0.999233,0.970566,A15
0.000395,1e-05,A17
0.274189,0.009467,A19
0.817986,0.102088,none
0.999922,0.996062,A10
0.999998,0.996062,A12
6.4e-05,3e-06,none
1.0,0.996062,A09
0.10779,0.003047,A18
0.999582,0.983725,A15
0.999939,0.996062,A10
0.992889,0.779367,A19
0.999997,0.996062,A13
0.917405,0.219359,none
0.999892,0.995753,A11
0.999396,0.976667,A12
0.000827,2.1e-05,A18
0.980397,0.558549,A15
1.0,0.996062,A12
0.003335,8.5e-05,A18
0.999894,0.995823,A07
0.005233,0.000133,A17
0.006922,0.000176,A18
0.000231,6e-06,none
0.996456,0.876734,A10
0.995,0.834293,A14
0.99876,0.95322,A10
0.999963,0.996062,A15
0.012201,0.000312,A19
0.996129,0.866848,A19
1.0,0.996062,A09
1.0,0.996062,A14
0.999421,0.977626,A10
0.999929,0.996062,A13
0.976411,0.511522,A08
0.14959,0.00443,A19
1.0,0.996062,A16
0.999998,0.996062,A10
0.999407,0.977086,A14
1.5e-05,3e-06,none
4.4e-05,3e-06,A17
0.999981,0.996062,A07
0.999999,0.996062,A16
0.999869,0.994838,A11
0.999459,0.979042,A15
9e-06,3e-06,A17
1.5e-05,3e-06,A17
0.510348,0.025691,A19
0.447192,0.020055,A19
0.004504,0.000114,none
0.956878,0.359542,A14
0.807805,0.096112,A08
1.0,0.996062,A12
0.99422,0.813133,A14
0.990209,0.718989,A13
1.0,0.996062,A09
1.2e-05,3e-06,none
0.997719,0.917137,A08
1.0,0.996062,A12
0.270814,0.009308,A16
0.381918,0.015392,A18
0.000184,5e-06,A17
0.968729,0.439371,A10
1.5e-05,3e-06,A17
0.999998,0.996062,A09
1.0,0.996062,A16
0.999998,0.996062,A11
0.930372,0.252639,A19
1.0,0.996062,A09
0.970844,0.457232,A19
0.604529,0.037233,A08
1.0,0.996062,A12
0.222083,0.007171,A18
0.006748,0.000172,A17
1.0,0.996062,A09
0.999971,0.996062,A16
1.0,0.996062,A09
6e-06,3e-06,none
0.999731,0.989458,A07
0.999992,0.996062,A07
0.999999,0.996062,A14
0.988123,0.67791,A13
1.0,0.996062,A09
0.999803,0.992277,A07
0.254549,0.008565,A19
1.0,0.996062,A12
0.999982,0.996062,A14
0.001391,3.5e-05,A18
0.999102,0.965678,A13
0.999985,0.996062,A08
0.999361,0.975366,A15
0.999536,0.981978,A14
0.020364,0.000526,A19
2.1e-05,3e-06,A17
0.999999,0.996062,A15
6.8e-05,3e-06,A17
2.4e-05,3e-06,none
0.99998,0.996062,A11
0.983353,0.599112,A19
0.979,0.541164,A19
0.31508,0.011504,A19
0.99996,0.996062,A13
1.0,0.996062,A09
0.999654,0.986505,A10
0.901151,0.187411,A13
0.111288,0.003158,A18
0.999099,0.965572,A07
0.999098,0.965546,A13
1.3e-05,3e-06,none
1.0,0.996062,A12
1.0,0.996062,A09
0.999342,0.974626,A15
0.999997,0.996062,A16
0.005507,0.00014,A19
0.996842,0.888702,A08
0.873086,0.148239,A08
0.808388,0.096439,A11
0.997602,0.913219,A10
0.999858,0.994428,A07
0.999937,0.996062,A16
9.3e-05,3e-06,A08
0.999993,0.996062,A15
0.999894,0.995847,A11
0.999897,0.995964,A16
1.0,0.996062,A16
1.0,0.996062,A12
0.001074,2.7e-05,none
0.999696,0.988142,A10
0.000248,6e-06,none
0.999565,0.983078,A14
0.015516,0.000399,none
0.58822,0.034878,A17
0.999247,0.971082,A15
0.998017,0.92717,A07
0.999992,0.996062,A11
8e-06,3e-06,A17
6e-06,3e-06,none
1.0,0.996062,A09
0.014037,0.00036,none
0.999939,0.996062,A11
1.0,0.996062,A12
0.999889,0.995632,A14
0.993398,0.791949,A15
0.999749,0.990178,A08
0.007986,0.000204,none
0.222842,0.007202,A17
0.000495,1.3e-05,A17
0.006883,0.000175,A08
0.991287,0.742162,A10
0.990726,0.729921,A15
0.004881,0.000124,A18
8e-06,3e-06,none
0.99871,0.951433,A10
1.0,0.996062,A12
0.999891,0.995692,A14
0.999995,0.996062,A14
0.997891,0.922897,A07
0.004652,0.000118,A18
1.0,0.996062,A09
0.978751,0.538168,A08
0.995832,0.858035,A08
1e-06,3e-06,none
5e-06,3e-06,none
0.996709,0.884563,A13
0.000459,1.2e-05,A18
0.014925,0.000383,A19
4.2e-05,3e-06,A17
0.036835,0.000967,A18
1.0,0.996062,A09
0.487218,0.023473,A18
0.999988,0.996062,A08
0.001097,2.8e-05,A17
0.989238,0.699282,A13
0.999855,0.994283,A07
0.002022,5.1e-05,A18
0.999882,0.995366,A14
0.001005,2.5e-05,A18
1.0,0.996062,A12
0.999667,0.98701,A07
1.0,0.996062,A09
0.999464,0.979227,A08
0.993185,0.786634,A13
0.000124,3e-06,A17
7e-06,3e-06,none
0.999977,0.996062,A14
0.999391,0.976483,A15
0.96614,0.419233,A19
0.018651,0.000481,A18
0.999968,0.996062,A08
0.999928,0.996062,A11
0.997579,0.912462,A15
0.999991,0.996062,A15
0.999872,0.994969,A10
1.0,0.996062,A13
1.4e-05,3e-06,none
1.0,0.996062,A09
0.995181,0.839345,A07
0.999305,0.973236,A08
1.0,0.996062,A14
0.999865,0.99468,A11
5.7e-05,3e-06,A17
0.999998,0.996062,A16
6e-06,3e-06,none
1.0,0.996062,A12
0.999937,0.996062,A12
0.998433,0.94158,A08
0.999374,0.975828,A13
0.988415,0.683398,A19
0.999986,0.996062,A08
1.0,0.996062,A12
0.999836,0.993548,A07
0.999988,0.996062,A16
0.999998,0.996062,A08
0.99995,0.996062,A11
0.999825,0.993136,A10
0.999737,0.989693,A11
0.996033,0.863997,A16
0.999346,0.974801,A08
1.0,0.996062,A09
0.999915,0.996062,A07
0.998512,0.944379,A10
0.006562,0.000167,A18
0.9998,0.992161,A07
0.035611,0.000933,A18
0.011262,0.000288,A17
0.996842,0.888698,A08
0.000224,6e-06,none
1.0,0.996062,A09
0.999055,0.963975,A08
0.999985,0.996062,A13
0.999549,0.982476,A11
0.999901,0.996062,A13
0.996955,0.892274,A07
0.994488,0.820298,A16
0.999609,0.984767,A10
0.999109,0.96594,A14
1.0,0.996062,A12
1.0,0.996062,A16
0.999756,0.990428,A15
0.99995,0.996062,A14
0.036647,0.000961,A17
0.999999,0.996062,A12
1.0,0.996062,A12
0.993189,0.786733,A11
0.999542,0.982224,A07
0.998958,0.960406,A08
0.987801,0.671977,A16
1.0,0.996062,A09
0.999968,0.996062,A07
0.996987,0.893303,A16
6.5e-05,3e-06,A19
1.0,0.996062,A09
0.997479,0.909189,A15
0.033118,0.000866,A17
1.0,0.996062,A13
1.0,0.996062,A13
9e-06,3e-06,none
0.025797,0.000669,A18
5.4e-05,3e-06,A17
0.99861,0.947867,A10
0.999766,0.99084,A16
1.1e-05,3e-06,none
6.8e-05,3e-06,A17
0.992777,0.776642,A19
0.999995,0.996062,A15
0.00028,7e-06,A19
0.999635,0.985767,A08
0.999859,0.994446,A07
3.6e-05,3e-06,A17
0.999154,0.967614,A13
1.0,0.996062,A12
0.99993,0.996062,A16
0.897681,0.181639,A16
1.0,0.996062,A14
1.0,0.996062,A12
0.984319,0.613604,A07
0.374185,0.014901,A18
0.99844,0.941828,A16
9e-06,3e-06,none
0.99514,0.838205,A13
0.941013,0.287541,A18
0.999146,0.967323,A08
0.999986,0.996062,A15
1.0,0.996062,A09
0.999422,0.977653,A07
0.999988,0.996062,A09
0.000508,1.3e-05,none
0.999999,0.996062,A09
0.999976,0.996062,A08
0.999695,0.988087,A11
1.0,0.996062,A14
5e-05,3e-06,A17
0.003904,9.9e-05,A17
0.99953,0.981746,A19
0.998481,0.943289,A14
1e-06,3e-06,none
0.903965,0.192332,A19
0.999999,0.996062,A09
0.999995,0.996062,A11
0.935769,0.269312,A10
0.0,3e-06,none
0.000861,2.2e-05,A17
0.975693,0.503845,A15
1.0,0.996062,A12
0.996161,0.867816,A11
1.0,0.996062,A09
0.995703,0.854262,A10
0.999975,0.996062,A10
0.996806,0.887568,A16
1.0,0.996062,A13
0.859396,0.133922,A19
0.998871,0.957222,A07
0.999938,0.996062,A16
0.999762,0.990692,A15
1.0,0.996062,A16
0.991912,0.756263,A07
0.015958,0.00041,A18
0.999882,0.995347,A08
0.059654,0.001602,A18
0.002048,5.2e-05,A19
0.999823,0.993038,A14
0.112753,0.003205,A18
0.999999,0.996062,A14
1.0,0.996062,A09
0.997578,0.912446,A13
0.999996,0.996062,A08
1.0,0.996062,A09
0.001757,4.5e-05,A17
0.999975,0.996062,A10
0.882632,0.159842,A16
0.687383,0.052696,A13
0.999981,0.996062,A09
0.999977,0.996062,A14
0.999979,0.996062,A14
0.642391,0.04347,A18
1.0,0.996062,A09
0.035402,0.000928,A19
0.999969,0.996062,A15
0.01352,0.000347,A19
0.999999,0.996062,A14
0.999732,0.989522,A15
0.998209,0.933792,A07
1.0,0.996062,A12
0.99377,0.801399,A16
0.000194,5e-06,A17
0.997825,0.92068,A13
0.999895,0.99587,A07
0.00946,0.000242,A19
0.998813,0.955147,A16
0.999978,0.996062,A15
0.973062,0.477495,A19
0.999902,0.996062,A11
1.0,0.996062,A09
1.0,0.996062,A09
0.999996,0.996062,A14
0.995163,0.838851,A19
1.0,0.996062,A09
0.999778,0.991317,A14
0.000488,1.2e-05,A18
0.999989,0.996062,A10
0.999992,0.996062,A10
6e-06,3e-06,A17
0.364522,0.014304,A19
0.996967,0.892657,A16
0.085407,0.002357,A18
0.999884,0.99545,A10
0.999968,0.996062,A16
0.998671,0.950037,A13
1.0,0.996062,A16
0.999926,0.996062,A16
1.0,0.996062,A12
0.999081,0.964899,A08
1.0,0.996062,A12
0.99998,0.996062,A11
0.999981,0.996062,A10
0.999999,0.996062,A15
0.999962,0.996062,A15
5.2e-05,3e-06,A19
0.999598,0.984369,A08
0.087191,0.002411,A19
